Job Id,Experience Req,Time Elapsed (minutes),Applicants,Position,Company,Loc,Description
3730342659,,14,0,Android Developer,Apps AiT,India,"['Mongo', 'Natural Language', 'Machine Learning', 'Ann', 'Enhancement', 'Generati']"
